Route_id,Origin,Destination
PLN-DTW,PLN,DTW
SBP-DEN,SBP,DEN
SBP-LAX,SBP,LAX
SBP-SEA,SBP,SEA
SBP-SFO,SBP,SFO
PRC-DEN,PRC,DEN
PRC-LAX,PRC,LAX
PSC-MSP,PSC,MSP
PSC-SFO,PSC,SFO
PSC-SLC,PSC,SLC
PSP-DEN,PSP,DEN
PSP-LAX,PSP,LAX
PSP-PHX,PSP,PHX
PSP-SLC,PSP,SLC
PUB-DEN,PUB,DEN
PUB-LBL,PUB,LBL
STS-SAN,STS,SAN
STS-SFO,STS,SFO
RAP-DEN,RAP,DEN
RAP-SLC,RAP,SLC
RDM-LAX,RDM,LAX
RDM-PHX,RDM,PHX
RDM-SFO,RDM,SFO
RDM-SLC,RDM,SLC
RHI-MSP,RHI,MSP
RKS-DEN,RKS,DEN
RNO-LAX,RNO,LAX
RNO-PDX,RNO,PDX
RNO-SEA,RNO,SEA
RNO-SFO,RNO,SFO
RNO-SJC,RNO,SJC
ROW-DFW,ROW,DFW
ROW-PHX,ROW,PHX
SLC-ABQ,SLC,ABQ
SLC-ASE,SLC,ASE
SLC-BTM,SLC,BTM
SLC-BUR,SLC,BUR
SLC-CDC,SLC,CDC
SLC-COS,SLC,COS
SLC-CPR,SLC,CPR
SLC-DSM,SLC,DSM
SLC-EGE,SLC,EGE
SLC-EKO,SLC,EKO
SLC-ELP,SLC,ELP
SLC-EUG,SLC,EUG
SLC-FAT,SLC,FAT
SLC-FCA,SLC,FCA
SLC-GJT,SLC,GJT
SLC-GTF,SLC,GTF
SLC-HLN,SLC,HLN
SLC-IDA,SLC,IDA
SLC-LWS,SLC,LWS
SLC-MCI,SLC,MCI
SLC-MFR,SLC,MFR
SLC-MKE,SLC,MKE
SLC-MSN,SLC,MSN
SLC-MTJ,SLC,MTJ
SLC-OKC,SLC,OKC
SLC-PIH,SLC,PIH
SLC-PSC,SLC,PSC
SLC-PSP,SLC,PSP
SLC-RAP,SLC,RAP
SLC-RDM,SLC,RDM
SLC-SGU,SLC,SGU
SLC-SMF,SLC,SMF
SLC-STL,SLC,STL
SLC-SUN,SLC,SUN
SLC-TUL,SLC,TUL
SLC-TUS,SLC,TUS
SLC-TWF,SLC,TWF
TUL-DEN,TUL,DEN
TUL-SLC,TUL,SLC
SAF-PHX,SAF,PHX
SAV-IAD,SAV,IAD
SBA-LAX,SBA,LAX
SBA-SFO,SBA,SFO
SBN-ATL,SBN,ATL
SBN-DTW,SBN,DTW
SBN-ORD,SBN,ORD
HDN-LAX,HDN,LAX
HDN-ORD,HDN,ORD
SCE-DTW,SCE,DTW
SGF-IAH,SGF,IAH
SGU-DEN,SGU,DEN
SGU-LAX,SGU,LAX
SGU-PHX,SGU,PHX
SGU-SLC,SGU,SLC
SHD-IAD,SHD,IAD
SHD-ORD,SHD,ORD
SLN-HYS,SLN,HYS
SLN-ORD,SLN,ORD
MRY-DEN,MRY,DEN
MRY-LAX,MRY,LAX
MRY-SAN,MRY,SAN
MRY-SFO,MRY,SFO
SPI-ORD,SPI,ORD
SRQ-DFW,SRQ,DFW
SUN-DEN,SUN,DEN
SUN-LAX,SUN,LAX
SUN-SFO,SUN,SFO
SUN-SLC,SUN,SLC
SYR-LGA,SYR,LGA
TWF-SLC,TWF,SLC
TYS-DFW,TYS,DFW
UIN-CGI,UIN,CGI
UIN-ORD,UIN,ORD
VLD-ATL,VLD,ATL
VEL-DEN,VEL,DEN
PIT-DEN,PIT,DEN
PIT-IAD,PIT,IAD
PIT-SFO,PIT,SFO
ANC-DEN,ANC,DEN
DEN-ABQ,DEN,ABQ
DEN-ANC,DEN,ANC
DEN-BDL,DEN,BDL
DEN-CLE,DEN,CLE
DEN-CVG,DEN,CVG
DEN-EWR,DEN,EWR
DEN-GEG,DEN,GEG
DEN-GRR,DEN,GRR
DEN-HNL,DEN,HNL
DEN-IAD,DEN,IAD
DEN-JAC,DEN,JAC
DEN-JAX,DEN,JAX
DEN-KOA,DEN,KOA
DEN-LIH,DEN,LIH
DEN-MSO,DEN,MSO
DEN-OGG,DEN,OGG
DEN-OMA,DEN,OMA
DEN-ORF,DEN,ORF
DEN-PIT,DEN,PIT
DEN-RIC,DEN,RIC
DEN-RNO,DEN,RNO
DEN-SJC,DEN,SJC
AUS-EWR,AUS,EWR
AUS-IAH,AUS,IAH
TUS-IAH,TUS,IAH
PHX-IAD,PHX,IAD
BDL-DEN,BDL,DEN
BDL-IAD,BDL,IAD
CLE-DEN,CLE,DEN
CLE-SFO,CLE,SFO
BOS-IAH,BOS,IAH
BQN-EWR,BQN,EWR
BUF-EWR,BUF,EWR
BZN-EWR,BZN,EWR
DCA-IAH,DCA,IAH
IAD-BDL,IAD,BDL
IAD-CHS,IAD,CHS
IAD-DEN,IAD,DEN
IAD-EGE,IAD,EGE
IAD-EWR,IAD,EWR
IAD-FLL,IAD,FLL
IAD-HNL,IAD,HNL
IAD-IAH,IAD,IAH
IAD-MIA,IAD,MIA
IAD-MSY,IAD,MSY
IAD-ORD,IAD,ORD
IAD-ORF,IAD,ORF
IAD-PDX,IAD,PDX
IAD-PHX,IAD,PHX
IAD-PIT,IAD,PIT
IAD-RDU,IAD,RDU
IAD-SAN,IAD,SAN
IAD-SAT,IAD,SAT
IAD-SJU,IAD,SJU
IAD-SMF,IAD,SMF
IAD-STT,IAD,STT
IAD-TPA,IAD,TPA
ORD-BTV,ORD,BTV
ORD-GEG,ORD,GEG
ORD-IAD,ORD,IAD
ORD-OGG,ORD,OGG
CHS-EWR,CHS,EWR
CHS-IAD,CHS,IAD
JAX-DEN,JAX,DEN
DSM-DEN,DSM,DEN
IAH-AUS,IAH,AUS
IAH-BOS,IAH,BOS
IAH-CLE,IAH,CLE
IAH-DCA,IAH,DCA
IAH-EGE,IAH,EGE
IAH-GUC,IAH,GUC
IAH-HDN,IAH,HDN
IAH-HNL,IAH,HNL
IAH-IAD,IAH,IAD
IAH-JAC,IAH,JAC
IAH-ORF,IAH,ORF
IAH-PBI,IAH,PBI
IAH-PDX,IAH,PDX
IAH-RDU,IAH,RDU
IAH-RSW,IAH,RSW
IAH-SAT,IAH,SAT
IAH-SFO,IAH,SFO
IAH-SJC,IAH,SJC
IAH-SJU,IAH,SJU
IAH-SMF,IAH,SMF
IAH-SNA,IAH,SNA
IAH-TUS,IAH,TUS
EGE-EWR,EGE,EWR
EGE-IAD,EGE,IAD
EGE-IAH,EGE,IAH
EWR-AUS,EWR,AUS
EWR-BQN,EWR,BQN
EWR-BZN,EWR,BZN
EWR-DEN,EWR,DEN
EWR-EGE,EWR,EGE
EWR-HNL,EWR,HNL
EWR-IAD,EWR,IAD
EWR-JAC,EWR,JAC
EWR-MCI,EWR,MCI
EWR-MTJ,EWR,MTJ
EWR-PSP,EWR,PSP
EWR-ROC,EWR,ROC
EWR-SAT,EWR,SAT
EWR-SMF,EWR,SMF
EWR-SNA,EWR,SNA
EWR-SRQ,EWR,SRQ
EWR-STT,EWR,STT
RSW-IAH,RSW,IAH
GEG-DEN,GEG,DEN
GEG-ORD,GEG,ORD
GUC-IAH,GUC,IAH
GUM-HNL,GUM,HNL
GUM-SPN,GUM,SPN
HNL-DEN,HNL,DEN
HNL-EWR,HNL,EWR
HNL-GUM,HNL,GUM
HNL-IAD,HNL,IAD
HNL-IAH,HNL,IAH
IND-IAD,IND,IAD
IND-SFO,IND,SFO
ITO-LAX,ITO,LAX
JAC-DEN,JAC,DEN
JAC-EWR,JAC,EWR
JAC-IAH,JAC,IAH
SFO-CLE,SFO,CLE
SFO-CVG,SFO,CVG
SFO-DEN,SFO,DEN
SFO-IAH,SFO,IAH
SFO-IND,SFO,IND
SFO-KOA,SFO,KOA
SFO-LIH,SFO,LIH
SFO-OMA,SFO,OMA
SFO-PIT,SFO,PIT
SFO-TPA,SFO,TPA
SJC-DEN,SJC,DEN
SJC-IAH,SJC,IAH
FLL-IAD,FLL,IAD
MIA-IAD,MIA,IAD
LAX-ITO,LAX,ITO
SNA-EWR,SNA,EWR
SNA-IAH,SNA,IAH
KOA-DEN,KOA,DEN
LIH-DEN,LIH,DEN
LIH-SFO,LIH,SFO
CVG-DEN,CVG,DEN
CVG-SFO,CVG,SFO
SMF-EWR,SMF,EWR
SMF-IAD,SMF,IAD
SMF-IAH,SMF,IAH
TPA-IAD,TPA,IAD
TPA-SFO,TPA,SFO
MCI-EWR,MCI,EWR
SAT-EWR,SAT,EWR
SAT-IAD,SAT,IAD
SAT-IAH,SAT,IAH
OMA-DEN,OMA,DEN
OMA-SFO,OMA,SFO
MSN-DEN,MSN,DEN
MSO-DEN,MSO,DEN
MSY-IAD,MSY,IAD
MTJ-EWR,MTJ,EWR
SAN-IAD,SAN,IAD
ORF-DEN,ORF,DEN
ORF-EWR,ORF,EWR
ORF-IAD,ORF,IAD
ORF-IAH,ORF,IAH
OGG-DEN,OGG,DEN
OGG-ORD,OGG,ORD
PBI-IAH,PBI,IAH
PDX-IAD,PDX,IAD
PDX-IAH,PDX,IAH
PSP-EWR,PSP,EWR
